-0.7331,0.6543,0.10124,-0.43919,0.54685,1.6372,1.141,-0.38546,-0.22744,-0.37282,-0.52768,-0.49923,-0.31909,0.12968,-0.43603,-0.3823,-0.31277,-0.15159,0.12652,-0.77419,-0.33806,-0.3981,1.4128,0.33827,0.50577,0.36671,0.29402,-0.38546,0.32879,-0.9006,-0.0071608,-0.17737,-0.32866,-0.051288,0.53812,0.036966,-0.076503,0.002295,-0.38539,-0.28453,-0.15845,-0.36963,-0.76362,-0.84873,-0.86133,-0.71635,-0.79199,-0.90546,-0.95904,-1.1166,-1.0252,-0.74787,-0.83612,-0.87394,-0.92753,-0.98426,-0.94644,-1.0473,-1.1576,-1.0252,-0.97796,-0.9748,-0.96535,-0.92437,-0.75417,-0.44213,-1.0946,-0.8109,-0.74471,0.53497,0.31118,0.38998,-0.16161,0.48139,0.11892,0.90375,0.80604,0.92266,0.97624,2.1078,3.5199,2.5491,1.1811,1.2284,1.7957,1.3639,1.6886,1.3261,0.76506,1.427,1.3482,2.5081,2.0574,1.7926,1.9439,1.2599,0.76506,1.3293,2.7602,2.1866,1.1811,0.60747,0.56019,0.59171,0.36792,0.081093,-0.32235,-0.35387,-0.36333,-0.58081,-0.49571,-0.11748,-0.19312,-0.15845,-0.46104,-0.6407,-0.47995,-0.59342,-0.71004,-0.44213,-0.54929,-0.61548,-0.66276,-0.3192,-0.42006,-0.6407,-0.50832,-0.70689,-0.5619,-0.37279,-0.28453,-0.029224,0.096853,0.80289,0.97309,0.87538,1.4049,1.2284,1.3734,1.4837,1.4995,1.843,1.843,1.8745,1.8808,2.1992,2.3347,2.0353,1.1559,-0.17106,-0.24986,-0.063896,-0.089111,-0.13639,0.04327,-0.18367,-0.019769,-0.051288,-0.12063,1.2977,1.4459,1.9912,1.1685,2.1172,1.5404,0.743,2.1109,0.70202,0.20402,-0.20573,-0.18682,1.1622,1.821,0.59171,2.7886,0.992,1.5215,1.5341,1.6854,2.7224,1.1622,1.5751,0.55073,0.055878,0.29858,0.91005,2.5995,0.49715,0.25445,-0.4831,0.12837,1.3072,0.31118,1.178,-0.026072,-0.51147,1.0519,0.68942,0.97939,2.0479,0.91005,0.40889,0.28597,0.0085989,0.46248,0.33955,0.12207,0.24184,0.14728,0.23239
-2.2081,0.2526,0.34767,-0.032623,0.56019,0.45952,2.4393,0.4763,0.16871,-0.049401,-0.59747,-0.31785,0.91812,0.9293,-0.021438,0.88456,0.3253,0.4763,-0.23955,-1.084,-0.86033,-0.45766,-0.88829,-0.49122,-0.34022,0.40919,-0.0046605,-0.11092,0.0009321,-0.94421,0.31041,-0.19715,-0.33659,-0.34217,-0.36448,-0.70472,-0.91667,-0.65452,-0.12464,-0.15811,-0.41468,-0.60432,-1.2346,-1.6752,-1.586,-1.3238,-1.1844,-1.3071,-1.3238,-1.3015,-1.5079,-1.6641,-1.3406,-1.7589,-1.6641,-1.6529,-1.6083,-1.8426,-1.9708,-1.5693,-1.4521,-1.876,-1.7366,-1.6027,-0.34775,-0.73261,-1.6083,-1.5358,-0.68799,0.82355,1.6881,0.21559,-0.15811,0.12077,0.79009,0.93511,1.3479,1.5486,0.30483,0.20444,1.2642,3.7128,2.9096,0.99088,1.7216,2.3239,1.2809,1.1192,0.61718,0.53352,1.8777,1.2196,0.3885,0.84029,0.8124,1.069,-0.10233,-0.31428,0.36061,1.0299,0.55583,-0.2362,-0.19715,-0.54297,1.4315,0.62834,0.3885,-0.01867,-0.096757,-0.057713,0.66738,0.30483,0.18213,-0.11349,-0.0075145,-0.43141,-0.035403,0.048262,-0.39795,0.1375,-0.2362,-0.49835,-0.23062,1.1136,1.069,-0.91667,-0.16927,-0.42584,-0.62663,-0.6601,-0.26966,-0.97802,-0.63779,-0.72703,-0.62105,-1.5023,-0.92782,-0.6099,-1.3963,-1.0282,-0.91109,-1.0896,-1.3127,-1.0338,-1.084,-0.69356,-1.3963,-1.0673,-1.0171,-0.55412,-0.56528,-0.72703,-0.79954,-1.1007,-0.63221,-0.58759,-0.94456,-1.0003,-1.0226,-0.26966,1.6992,0.26579,-0.063291,0.43312,0.27694,0.29368,-0.64336,0.57256,0.65065,0.8124,-0.16927,0.87375,-0.074446,1.4482,1.755,0.46101,0.68411,0.82355,1.0857,1.8945,0.82913,-0.63221,0.13193,-1.1509,-0.95013,-0.73261,0.61718,1.8331,1.0355,-0.833,-0.76607,2.1622,1.2586,0.51121,0.62276,0.098461,0.11519,0.48889,-0.59874,-0.30871,-0.26409,-0.43141,-0.035403,-0.75492,-0.7103,-0.59874,-0.86089,-0.71587,-0.68241,-1.2569
-0.32809,4.1573,2.4871,-0.096991,2.0669,1.9776,1.2948,-0.39111,-0.79028,-0.43313,-0.98987,1.0585,-0.16527,0.52277,-0.62221,-0.19678,-0.26506,-0.054973,-0.49091,-1.2,-0.76402,-0.78503,-0.42263,-0.028712,-0.76927,-0.27557,-0.43838,-1.263,-1.1527,-1.6411,-1.4386,-1.4753,-1.3338,-1.3705,-0.98287,-1.4019,-0.75239,-0.33858,-0.74192,-0.51144,0.17476,-0.65287,-1.3286,-1.3705,-1.7267,-1.4229,-1.6638,-1.6638,-1.7948,-1.8996,-1.6953,-1.4334,-1.5276,-0.80477,-1.0038,-1.0719,-0.85192,-0.92525,-1.2762,-1.161,-1.2919,-1.3391,-1.3076,-1.2395,-0.93573,-0.92001,-1.4753,-1.58,-1.3024,-0.81525,-0.82049,-1.0091,-1.4753,-1.25,-1.4543,-1.1976,-1.1033,-1.4491,-1.1191,-0.36477,-0.22858,0.022857,-1.2395,-1.3391,-1.2867,-1.271,-1.0719,-1.1453,-0.39096,0.61477,1.1962,1.8562,2.0657,1.6362,1.4214,0.9762,0.049047,-0.1081,1.9767,1.8143,1.0443,0.17476,0.4,-0.24429,-0.34905,-0.87287,-1.5276,-1.4386,-1.4124,-1.6219,-1.8105,-1.5276,-1.1138,-0.97763,-1.0929,-1.4753,-1.381,-1.3338,-1.6953,-1.4857,-1.5643,-1.6586,-1.4072,-1.4072,-1.1557,-1.3653,-1.4438,-0.82049,-0.39096,-0.081907,-0.27572,-0.23381,-0.3281,0.11191,0.81382,0.92382,1.301,1.3481,1.0338,1.0443,1.1072,0.77191,0.88192,1.2067,0.82953,1.631,1.4634,1.4372,0.66191,-0.95144,-0.81001,-0.72096,-0.7943,-0.77858,-0.73668,-0.98287,-0.89382,-0.66334,-0.77858,-0.48001,-0.44858,0.038571,-0.58477,-0.12905,0.19572,-0.66858,-0.22858,-0.32286,-1.2186,-1.1505,-1.1819,-0.84668,-0.24429,-0.69477,-0.70001,-1.0143,-0.87287,-0.7262,-0.7943,-0.78906,-0.07143,0.4262,-0.2862,-0.53239,-0.41191,1.2853,1.0495,0.36334,-0.40143,-0.75763,-0.15,0.71429,-0.13953,0.043809,-0.47477,-1.3338,-0.066192,-0.16572,-0.65287,-0.26,-0.61096,-0.73668,-0.95668,-1.2657,-0.89382,-1.1086,-1.1086,-1.1714,-1.2762,-1.271
-1.6727,1.0137,1.4301,1.3864,1.195,0.52341,0.32864,1.0137,0.47639,0.39916,-0.30267,0.37565,0.79205,1.0271,0.72153,-0.060892,0.28499,-0.82317,-0.57803,-0.58139,-0.89033,0.24469,-1.1086,0.44281,-1.4142,-0.67205,-1.3269,-0.61161,-0.45714,-1.1556,-0.24002,-0.40078,-0.59168,-0.29696,-0.21993,-0.65531,-1.238,-0.40078,1.7493,0.34271,0.97568,0.3695,-0.15295,-0.57493,-0.52469,-0.83281,-0.86965,-0.70554,-0.96007,-0.86295,-0.33715,-0.84285,-1.0404,-1.0773,-1.0237,-0.98017,-0.81941,-1.1778,-0.91653,-0.82276,-0.75578,-0.82611,-1.0739,-0.83951,-0.38403,0.13172,-0.41752,-0.62517,-0.12281,1.8364,1.0829,0.38625,0.67762,0.32932,1.0762,1.5819,1.2403,0.49007,-0.30701,0.77474,1.5082,2.7507,2.0005,0.16186,1.7527,3.7521,3.109,2.2852,1.6522,0.23554,2.2048,1.7058,0.82163,0.35276,2.9851,1.6555,0.10493,1.0494,0.77139,1.4312,0.047995,0.53696,0.1987,0.32932,1.19,0.13507,0.061391,-0.17639,-0.25677,-0.39408,0.33601,-0.39408,-0.032383,-0.45436,-0.55818,-0.72229,-0.71559,-0.57828,-0.71559,-0.67205,-0.85625,-0.80601,-0.81606,-0.54479,-0.72229,-0.48116,-0.67205,-0.72899,-0.57828,-0.81271,-0.46106,-0.518,-0.47446,0.0011077,0.7245,-0.56153,-0.31035,-0.3204,-0.58833,-0.29361,-0.36729,-0.35724,-0.73568,-0.22998,-0.37399,0.73455,-0.67875,0.25899,0.48337,0.34941,-0.13285,-0.12616,-0.16969,-0.24002,-0.045779,-0.099364,-0.1429,-0.33715,-0.35054,1.3709,1.1163,1.1934,0.9288,0.13172,0.45323,0.22884,1.8464,-0.12281,-1.1041,-1.7002,-1.1275,1.2403,1.8163,2.6033,2.2416,2.1847,1.6656,0.84172,0.24894,1.1431,0.7513,0.81493,-0.035732,-0.63521,-1.228,-0.36729,1.7359,1.334,0.67762,-0.92993,-1.3352,1.7091,1.391,1.2302,0.17861,-1.2113,0.0279,-0.029034,-0.6888,0.95559,-0.082619,0.40299,-0.50795,-0.74238,-0.25007,-0.70554,-0.57158,-0.72564,-0.73568,-0.92658
0.23276,1.2945,-0.46144,-0.40019,0.3961,0.68195,0.53902,-0.13476,-0.68603,-0.68603,-0.66561,-0.40019,-0.40019,-0.032668,-0.60436,-0.35935,-0.56353,0.49819,0.028585,-0.66561,0.2736,-0.073503,0.23276,0.21234,0.2736,0.11026,-0.012251,-0.13476,1.1311,0.37568,0.88132,0.82023,0.49442,0.69805,0.63696,1.4311,0.41297,1.2479,0.25007,1.0442,0.55551,0.96277,-0.17756,-0.29973,-0.52373,-0.50336,-0.60518,-0.56445,-0.44228,-0.58482,0.046437,-0.15719,-0.27937,-0.54409,-0.36082,-0.64591,-0.19792,-0.46264,-0.46264,-0.23865,-0.25901,-0.055378,0.046437,-0.014652,0.005711,0.2297,-0.13683,0.005711,0.12789,1.2682,0.75914,1.0035,0.14825,0.4537,0.51479,0.73878,1.2071,0.53515,0.10753,1.5533,2.266,2.3882,1.37,1.5126,1.6144,1.2275,1.8995,1.2275,0.73878,1.3497,1.0035,0.90168,1.2071,1.37,1.2886,0.69805,0.65733,0.8406,2.3067,1.8995,1.3089,0.47406,1.7977,1.594,1.4922,0.67769,0.49442,0.16862,0.41297,0.31116,1.0035,0.046437,0.18898,0.18898,-0.11647,0.18898,0.31116,0.087163,0.2297,0.18898,0.026074,0.12789,0.046437,0.35188,0.69805,1.0442,0.75914,0.43333,0.82023,0.57588,0.33152,0.51479,0.79987,0.82023,0.82023,1.5533,0.79987,0.98314,1.085,0.79987,0.94241,0.57588,0.57588,1.2479,1.4515,1.5329,2.3678,1.9809,1.8995,1.6348,1.6551,1.7162,1.9198,2.0013,2.042,1.594,2.2049,1.37,1.4515,2.3067,1.5329,1.9809,1.2886,1.9606,1.2682,2.266,1.8791,1.7773,2.1642,2.7344,1.7773,2.5715,3.0398,2.5511,2.7344,2.3271,2.6733,2.6122,1.6958,2.2864,2.1438,2.6122,2.1846,1.6755,2.1642,1.0239,3.2231,3.1823,3.0602,0.86096,1.7977,3.4471,2.6529,2.266,1.7366,1.7366,4.2005,2.9991,2.4493,2.7751,1.7569,1.7773,1.1053,0.88132,0.92205,0.8406,0.75914,0.8406,0.27043,0.39261
-0.61262,1.1237,0.058237,-0.3902,-0.027863,0.10487,-0.23235,-0.12114,-0.74177,-0.57675,-0.56599,-0.43684,0.34165,-0.06015,-0.2467,-0.14625,0.090524,0.5856,-0.024275,-0.33639,0.20891,-0.092438,0.44927,0.3273,0.2699,-0.12473,-0.33997,0.0080121,0.94076,0.56766,1.7311,1.2123,0.69706,0.75073,0.24625,1.0048,0.92247,1.1837,0.72568,1.5987,1.3733,1.2373,0.46092,0.26771,-0.15806,0.013682,-0.1187,-0.22961,-0.31906,0.049461,0.31065,0.12818,0.074507,-0.21173,-0.33695,-0.32622,-0.27971,-0.42998,-0.46218,-0.079343,0.045883,0.020838,-0.082921,0.47165,0.50385,0.54679,0.189,-0.19741,0.84733,2.9189,1.9708,2.4467,1.0155,1.7847,1.8062,1.7776,2.0459,1.3232,0.42514,1.1049,1.6559,2.6005,2.6649,1.5701,1.5558,1.6524,2.0459,1.4949,1.2588,1.1407,1.2695,1.3339,0.97972,0.61477,1.3769,1.1193,0.37863,0.95825,1.7025,2.1246,1.6881,0.92963,0.70422,1.1121,0.7078,0.23551,0.22478,0.18184,0.13533,0.10671,0.35716,-0.20099,0.18542,-0.047142,-0.079343,-0.27613,-0.11512,-0.00062925,-0.082921,-0.011363,-0.14017,-0.10439,-0.043564,0.40367,0.53963,0.33569,0.27845,0.17827,0.08524,0.099552,0.32138,0.42872,0.58615,1.1228,1.2803,1.5808,1.4842,1.3017,1.935,1.4627,1.4627,1.4842,1.427,1.867,1.6345,1.4091,2.1425,2.647,1.5379,0.2534,0.41083,0.45734,0.38221,0.4645,0.56468,0.42156,0.51459,0.41799,0.61835,1.4305,1.1658,1.706,1.2159,1.2946,0.97972,1.5951,3.495,1.7883,0.81155,1.0191,1.155,2.8116,3.4986,2.3894,3.9172,4.0496,5.0371,2.6828,1.4878,2.1712,2.1533,3.1765,1.8742,1.0048,0.99403,1.4413,3.6166,2.5111,2.0209,1.2087,1.1193,3.2445,2.6685,2.1139,1.5522,1.3983,1.9744,1.062,1.0656,2.1604,0.91174,1.2409,0.86164,0.64697,0.82587,0.84018,0.68991,0.46092,0.48597,0.15322
-0.14242,-0.17803,-0.10682,-0.14242,-0.17803,-0.17803,-0.17803,-0.14242,-0.14242,-0.10682,0.035606,-0.10682,0.035606,-0.17803,-0.17803,-0.071211,-0.17803,-0.10682,-0.17803,0.10682,0.035606,-0.17803,0.035606,1.1394,0.39166,-0.17803,-0.071211,-0.14242,1.1394,0.14242,-0.14252,-0.14252,0.2481,-0.035986,-0.071497,0.10606,0.49667,1.0293,1.1003,1.3134,2.5563,0.99382,1.3134,1.3489,0.63871,0.17708,0.035035,0.10606,-0.071497,1.2069,0.99382,0.56769,0.10606,0.2481,1.5975,0.9228,1.2779,1.775,2.2722,0.74524,1.1359,1.3844,2.4142,0.42565,0.31912,-0.00047589,0.070545,-0.14252,-0.00047589,-0.17803,0.31912,-0.00047589,0.28361,0.17708,0.17708,0.49667,0.35463,0.14157,-0.17803,-0.14252,-0.17803,-0.00047589,-0.035986,-0.00047589,-0.10701,0.10606,-0.10701,-0.10701,-0.035986,0.2481,0.28361,0.46116,0.17708,-0.071497,0.2481,0.42565,0.53218,1.6685,0.31912,1.2779,1.8461,4.7224,1.1003,2.4853,0.63871,-0.00047589,0.17708,-0.14252,-0.14252,-0.071497,-0.14252,-0.035986,-0.14252,0.035035,0.21259,0.70973,0.85178,0.10606,1.1359,1.0293,1.2779,2.2722,2.0591,2.0236,2.9114,2.5208,1.633,1.4555,1.9881,1.2779,0.85178,0.81627,1.3134,1.3489,0.67422,0.49667,0.14157,0.035035,2.0946,2.0946,2.6983,2.6273,1.491,2.3432,2.3787,0.78075,1.5265,1.4555,2.0236,2.8759,3.1244,3.6926,1.7395,2.2367,2.5563,2.1302,2.2012,2.0946,1.1714,0.67422,3.6571,2.1657,1.7395,1.9526,1.0648,-0.10701,2.4853,3.8702,2.7338,2.1302,1.0648,0.17708,0.95831,0.35463,2.4497,1.8461,0.78075,1.3844,2.5563,1.9881,0.53218,0.42565,0.2481,3.16,1.2424,0.74524,0.2481,0.2481,0.74524,0.35463,2.5918,1.1714,1.1359,0.6032,0.2481,0.42565,0.63871,1.2069,2.8049,0.21259,0.10606,1.1359,0.81627,1.1714,1.4555,1.1003,1.3134,1.3134,1.7395,1.2069
-0.15809,-0.12788,0.0080554,-0.1883,-0.17319,-0.17319,-0.082568,-0.15809,-0.15809,-0.15809,-0.067464,0.053367,-0.11278,-0.082568,-0.23361,-0.022152,-0.097672,0.068471,-0.14298,-0.14298,-0.11278,0.083575,0.32524,0.24972,0.053367,0.20441,0.1893,0.20441,0.26482,0.68773,0.83587,1.0618,0.62498,0.47434,0.71536,0.91118,1.0618,0.80574,0.47434,0.64004,0.62498,0.60991,0.27851,0.23332,0.23332,-0.037822,0.14294,0.14294,0.022433,0.158,-0.0076945,0.2032,0.158,0.12788,0.082687,0.11281,0.082687,0.097751,-0.0076945,0.18813,0.158,0.05256,0.27851,0.158,0.24839,0.14294,-0.0076945,-0.037822,0.29358,0.77561,0.88106,0.71536,0.3237,0.47434,0.39902,0.44421,0.23332,0.29358,0.037496,0.21826,0.33877,0.8208,0.45928,1.1522,0.68523,0.76055,1.1371,0.50447,0.45928,0.89612,1.1371,1.4685,0.95637,0.67017,0.9865,0.92625,0.2032,0.86599,1.3631,1.6794,1.333,0.56472,0.74548,0.71536,0.53459,0.23332,0.23332,0.27851,0.17307,0.097751,0.3237,0.23332,0.30864,0.39902,0.38396,0.30864,0.082687,0.35383,0.24839,0.44421,0.53459,0.70029,0.73042,0.6551,0.68523,0.4894,0.45928,0.30864,0.50447,0.60991,0.42915,0.59485,0.51953,1.7999,2.282,2.4778,2.1615,2.041,1.9054,2.2217,2.4778,2.1615,2.3121,3.1707,2.8092,3.1557,4.1499,4.0745,1.8753,1.3028,1.0166,1.107,0.91118,0.77561,1.0166,0.85093,0.8208,0.80574,0.88106,1.5589,0.94131,2.7188,2.1313,1.7397,1.4384,1.9958,2.282,2.3121,1.1823,2.2518,0.83587,3.005,3.3063,2.8544,5.7466,3.2008,3.6829,2.6435,1.2878,2.0259,2.2217,2.2368,1.574,0.67017,0.47434,1.0317,3.5774,2.3121,1.1673,0.70029,1.3179,4.0143,3.1105,1.8903,1.2275,0.56472,0.53459,1.0317,1.3631,1.1673,0.89612,0.85093,0.89612,0.71536,0.42915,0.83587,0.51953,0.38396,0.27851,0.26345
0.014184,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,0.014184,0.02855,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,0.013768,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,0.0063776,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,0.065503,0.013768,0.013768,-0.0010131,0.065503,0.0063776,0.0063776,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,0.0063776,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,0.0063776,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,-0.0010131,0.0063776,0.0063776,0.0063776,0.0063776,0.0063776,0.0063776,0.043331,0.03594,0.0063776,0.27983,0.42765,1.4919,0.2281,0.93761,0.82675,1.4771,1.6397,3.6352,2.3123,2.3049,1.8984,1.8836,3.783,2.1497,1.6841,1.8023,1.1224,1.4106,1.7949,1.5954,0.4646,0.87848,2.061,2.9183,3.8791,1.8097,1.381,1.2332,0.59024,0.98195,0.087675,0.080285,0.26505,2.2162,1.4476,2.5488,1.5658,1.285,0.53851,0.67154,1.9649,2.5266,1.8245,0.98934,1.4476,1.8467,2.2384,1.8614,0.087675,0.43504,0.88587,1.9501,0.44243,1.2998,1.4993,1.7432,2.194,2.3492,2.2384,3.044,3.007,3.6057,0.7824,2.571,3.5761,2.4897,1.9206,4.3965,3.8126,2.2605,0.072894,0.050722,0.20593,0.60502,1.1519,1.2258,1.3589,1.2111,1.4771,0.16158,0.3094,0.39809,0.75284,1.0632,1.2332,0.80457,0.87848,0.8637,0.87848,0.76762,1.2037,1.0632,1.6102,0.065503,0.84892
-0.61211,-0.78832,-0.055646,0.56574,0.82542,0.75122,0.37097,-0.10202,0.42662,-0.18549,-0.76977,1.0944,1.0851,-0.98308,-0.7234,-0.73268,-0.73268,0.47299,-0.49154,1.5674,0.12057,-0.69558,0.24113,0.91816,0.3246,0.97381,0.15766,-0.81614,-0.87179,-1.3355,-0.075139,-0.048077,-0.89601,1.3411,0.89007,1.1336,-0.039057,1.756,0.75476,1.4042,1.5756,-0.011995,-0.1022,0.76378,0.21352,-0.43596,1.2328,-0.057098,-0.08416,0.33079,0.2045,-0.1473,0.38491,-0.35478,-0.63442,-0.49911,-0.7607,-0.86895,-1.2929,-1.1486,-1.5996,-1.4012,0.34883,0.29471,0.79986,0.22254,-0.56225,-0.92308,-1.329,-0.80581,-0.9772,-0.69756,-0.67952,-0.13828,-0.75168,-0.64344,-0.70658,-0.039057,-1.753,-1.6267,-0.47205,-1.6537,-1.2568,-0.79679,-0.53519,1.6388,1.6658,-0.28261,-0.73364,-0.94112,-0.87797,0.5112,0.98027,-1.1035,0.42099,-0.82385,0.79084,-0.23751,-0.74266,-0.49009,0.94419,0.5563,0.84496,-1.8612,-1.6988,0.30373,-0.021015,1.0434,0.33981,0.49316,1.2599,1.4674,0.18646,1.2148,-0.28261,2.0357,1.6658,1.6749,2.0176,1.5035,1.6749,1.5215,-0.075139,-0.30065,0.89909,0.43001,-0.30065,-0.09318,0.863,0.56532,0.88104,1.5847,0.0060463,1.0705,-0.55323,-0.048077,-0.0029743,0.21352,0.41197,-0.4089,-1.1215,-0.0029743,0.30373,0.33079,1.7109,0.58336,-0.47205,-1.1215,-0.9772,-0.49911,-0.41792,0.26764,1.7831,1.8553,2.4777,2.3514,1.305,1.6207,2.7393,1.6298,2.3694,0.74574,2.4957,0.85398,1.3321,1.6298,2.3153,1.4584,1.3501,1.2419,2.2251,1.6207,1.278,0.64651,-0.33674,1.6839,0.2045,1.5576,0.69161,1.2148,0.70965,0.83594,-0.18339,1.3591,1.2148,-1.1666,0.0060463,0.68259,1.9365,0.78182,0.41197,0.85398,-0.057098,0.83594,1.6839,-0.27359,-1.0133,-0.85091,-0.7156,-0.24653,-0.057098,-0.41792,-0.38184,-0.53519,-0.34576,-0.6705,-0.16535,-0.13828,0.069191,-0.59833
